,Name,City,Cuisines,Average Cost,Aggregate Rating,Original Name
1373,nSQEV_1373,Valdosta,"Bakery, American, Indian, Seafood",12,2.9,The Paradise Biryani
9079,lNstV_9079,Abilene,"Seafood, Mexican, Indian, Fast Food",12,3.1,Gelato Vinto
3495,xuvCv_3495,La Crosse,"Desserts, Pizza, Cafe, Indian, Seafood",12,0.0,Delhi Food Adda
3954,u41Aw_3954,Twin Falls,"Chinese, BBQ, Seafood, Italian",12,3.5,Sri Balaji
2215,RpKNd_2215,Killeen,"Desserts, Tea, BBQ, Cafe, Mediterranean",12,0.0,Noore-e-Seva
6377,WahTt_6377,Lansing,"Desserts, Pizza, Mexican, Bakery, American",12,0.0,R.S. Chinese Food
6375,NMto1_6375,Newark,"Tea, Cafe, Pizza, Fast Food",12,0.0,New Garden Hut
3676,Wt2FC_3676,International Falls,"Bakery, Desserts, Seafood",12,3.5,Gatsby Kitchen & Bar by Club BW
222,f9ufF_222,Hyannis,"Tea, Seafood, Pizza, Fast Food",12,4.3,Soho Hibachi
5543,GXi0y_5543,Boston,"Fast Food, Cafe, Mexican, Seafood",12,0.0,Syall Kotian Da Dhaba
2808,obnZf_2808,Alexandria,"Bakery, American, Desserts, Seafood",12,3.2,Chinese Garden
6087,IeFpM_6087,Wichita,"Tea, Bakery, Mediterranean",12,0.0,Dinesh Ka Mithila Dhaba
708,u0GlN_708,Newark,"French, BBQ, Fast Food",12,3.3,Angeethi Restaurant
9104,I5Yz6_9104,Atlantic City,"Fast Food, Chinese, BBQ, Italian",12,2.0,Chopaal
8964,Cfn29_8964,Portland,"Tea, Pizza, Mexican, Cafe, Mediterranean, Seafood",12,3.2,Mighty Mughlai
5433,F9qtP_5433,Bend,"Desserts, BBQ, Fast Food, American, Mediterranean",12,3.4,Lighthouse 13
8129,tjskY_8129,Fort Myers,"Desserts, Tea, Bakery, Chinese, Seafood",12,0.0,Giani
6232,smqIH_6232,Aberdeen,"Pizza, Indian, Desserts",12,2.8,6 Pack Momos
8725,VpxjJ_8725,Albuquerque,"Tea, Pizza, Desserts, Seafood",12,3.4,Choco House
902,ImiSo_902,Baltimore,"Seafood, Cafe, Italian",12,0.0,The Retriever
3993,BmVqy_3993,Brownsville,"Chinese, Pizza, American, Fast Food",12,3.9,Raasta
4666,g9gce_4666,Iron Mountain,"Desserts, Tea, Bakery, Chinese, Seafood",12,4.0,L'Opera
6437,Sx7WM_6437,Bend,"French, Pizza, Bakery, Fast Food",12,3.9,Lucky's Bakery and Patisserie
9095,6pY3N_9095,Newport News,"Tea, Bakery, BBQ, American, Seafood",12,3.5,Shree Rathnam
8853,z46Ul_8853,Sarasota,"Tea, French, Bakery, Fast Food, Chinese",12,3.0,Cafe Coffee Day
2786,B4bhP_2786,Fort Leonard Wood,"Desserts, Pizza, Bakery, Cafe, Mediterranean",12,2.7,Alpha 63
6933,EFca9_6933,Longview,"Tea, Chinese, Cafe",12,3.3,Green Chick Chop
2209,sHJi7_2209,Greer,"Tea, Desserts",12,0.0,Domino's Pizza
8106,B3NZ5_8106,Valdosta,"Desserts, Tea, Pizza, Italian, Mexican, Fast Food",12,2.8,Cafe Coffee Day
1486,oJzV5_1486,Santa Maria,"Tea, Chinese, Bakery, Mediterranean",13,3.7,Nashta
6557,ce6qh_6557,Syracuse,"Tea, Pizza, Seafood",13,3.0,Food Factory
4726,msY3r_4726,Iron Mountain,"Desserts, Tea, Italian, BBQ, Fast Food",13,3.5,Firangi Island
6496,jMRd6_6496,Appleton,"Mexican, Bakery, BBQ, Cafe, Indian",13,3.7,Mathew's Cafe
4404,xdWfs_4404,Orlando,"Desserts, Tea, French, BBQ, Fast Food",13,2.5,Fun Bytes
1361,lxPoL_1361,Jackson,"Pizza, Bakery, Fast Food",13,3.1,Kusum Rolls
8458,SrDQX_8458,Fayetteville,"Fast Food, BBQ, Mediterranean, Seafood",13,3.5,The Great Kabab Factory
5353,rDXpK_5353,Newburgh,"Tea, Pizza, Indian, Fast Food",13,2.7,Pizza Castle
9295,9aP8k_9295,Los Angeles,"Mexican, Bakery, Desserts, Fast Food",13,3.7,Onokabe
4561,OLBXQ_4561,Branson,"Desserts, Fast Food",13,2.5,Chinese King
5358,MKilb_5358,Presque Isle,"Cafe, Fast Food",13,2.8,Sonu Sudh Bhojnalaya
5362,SxCsZ_5362,New Bern,"Desserts, Tea, Pizza, Mexican, Fast Food, American",13,3.5,Baked Buns
6312,GvIMe_6312,San Angelo,"Italian, French, Bakery, BBQ, Cafe",13,0.0,Yumbuns
6385,9YIw2_6385,Williston,"Pizza, Desserts, Seafood",13,3.1,The 87 - Premier Inn
4725,zRNO7_4725,Oklahoma City,"Cafe, Seafood",13,3.6,Clay 1 Grill
4869,o3dl4_4869,Shreveport,"Mexican, BBQ, Desserts, Seafood",13,3.3,Punjabi Jaika
6571,zidk7_6571,Honolulu,"Tea, Pizza, Desserts, Italian",13,3.0,Mama's Chinese Kitchen
1656,E1t7v_1656,Dodge City,"Bakery, Pizza, Fast Food",13,3.0,The Pepper's
4612,6uviO_4612,Gunnison,"Bakery, Mediterranean, Desserts",13,3.5,Shri Rama Restaurant
4533,DUaCB_4533,Augusta,"Fast Food, Cafe, Seafood",13,3.2,Ananda Food Express
8628,2aJGF_8628,Atlanta,"Tea, Cafe, BBQ",13,2.9,China Hot
4754,nNh9S_4754,Cedar Rapids,"Fast Food, Mediterranean, Desserts, Seafood",13,3.1,Health Buzzz
4616,CTSqU_4616,Fort Lauderdale,"Desserts, Tea, French, Mexican, BBQ, Fast Food",13,3.8,Suruchi
8540,27aja_8540,Knoxville,"Pizza, Bakery, BBQ, Cafe, Indian, Mediterranean",13,3.0,Open Kitchen
8842,FUTHk_8842,Laramie,"Fast Food, Indian, Seafood",13,0.0,Whatslife.in
5347,xOHxz_5347,Flagstaff,"Tea, Indian, Desserts, Fast Food",13,3.0,Hotel Malabar
4486,lxQ09_4486,Lexington,"Fast Food, Seafood, Italian",13,3.3,Twenty Four Seven
8614,ekScv_8614,Greenville,"Pizza, Italian, Bakery, BBQ, Fast Food",13,0.0,Shakti Food & Restaurant
8829,wQvLr_8829,Muskegon,"Pizza, Italian, BBQ, Cafe, American, Seafood",13,0.0,Sanjay Pandit Bhojnalaya
8554,2ezxK_8554,Billings,"Cafe, American, BBQ, Seafood",13,2.7,The Kitchen
1204,yh3l9_1204,Salina,"Seafood, Bakery, Indian, Fast Food",13,3.5,Big Shot Bar - Country Inn & Suites
5466,Vqi3a_5466,Rapid City,"Mexican, Bakery, BBQ, Fast Food, Cafe",13,3.5,Pizza Station
7058,VbUgv_7058,Niagara Falls,"Italian, Mexican, Bakery, Fast Food, Cafe, Seafood",13,3.7,Little Punjab
7650,45AQF_7650,Memphis,"Pizza, French, Bakery, BBQ, Mediterranean",13,2.8,Shri Murli Wala
9451,Y7qAk_9451,Green Bay,"Cafe, BBQ, Desserts, Italian",13,4.8,Jarryds
4283,mKWcT_4283,Fort Dodge,"Cafe, Desserts",13,3.3,Caara Cafe
5045,wePL8_5045,Atlanta,"Desserts, Tea, American, Bakery, Indian, Seafood",13,2.9,Taste of Vishal
152,Z5xeN_152,Little Rock,"Tea, French, Cafe, Fast Food",13,4.3,Bittercreek Ale House
2365,O6jxM_2365,Des Moines,"BBQ, Fast Food",13,3.9,Mr Brown
5291,7dadv_5291,Laredo,"Bakery, Pizza, Indian, BBQ",13,0.0,Desi Chulha
5027,9bSUC_5027,Key West,"Tea, Chinese, Pizza",13,2.7,Aggarwal Sweets & Restaurant
3797,UI1OJ_3797,Lawton,"Tea, Bakery, Fast Food, American, Seafood",13,3.4,The Tandoor
523,huFiB_523,Green Bay,"Indian, Desserts, Seafood",13,3.7,Bleu Cafe
855,iSWz1_855,Kansas City,"Tea, Mexican, Bakery, BBQ, Seafood",13,4.1,Eddie's Patisserie
9126,Cyyla_9126,Tampa,"Tea, Pizza",13,3.3,Pind Balluchi
177,EwOYo_177,Baton Rouge,"Cafe, Mexican, Desserts, Fast Food",13,3.6,Bluebird Diner
6976,Pmtcp_6976,Hilo,"Cafe, American, BBQ",13,2.6,Cafe Trance & Lounge
9030,kcDbI_9030,Tallahassee,"Chinese, Pizza, Bakery, Cafe",13,0.0,Om Sweets Caterers & Bakery
7066,rxNFD_7066,Long Beach,"Desserts, Tea, Pizza, Bakery, Mediterranean",13,3.4,Khan Chacha
2428,o5eXD_2428,Omaha,"Fast Food, Mexican, Pizza, Seafood",13,4.1,The Pebbles Bistro
3704,qyVqx_3704,Fort Dodge,"Cafe, Mexican, BBQ, Desserts",13,4.2,Shikhara
3506,pH70e_3506,Nashville,"Pizza, Italian, BBQ, Cafe, Mediterranean",13,0.0,Kitchen King
3508,b9a7S_3508,New Bern,"Cafe, Pizza, Desserts, Seafood",13,0.0,Munch Brunch Cafe
7214,iUtXQ_7214,St. Cloud,"French, BBQ, Cafe, Italian",13,0.0,Food Care
9509,pgTVb_9509,Santa Ana,"Desserts, Tea, Bakery, Cafe, Mediterranean",13,4.2,Butter Boutique
2794,HcATU_2794,Fort Dodge,"Italian, Mexican, BBQ, Fast Food, Cafe, Seafood",13,2.4,Domino's Pizza
6123,zPv7t_6123,Yakima,"Chinese, Desserts, Seafood",13,3.2,Burger King
3399,xxJ1h_3399,Santa Fe,"Tea, Pizza, Desserts",13,0.0,Friends N Foods
5151,wmgp3_5151,Anchorage,"Tea, Chinese, Desserts",13,3.4,Rollmaal
2824,r3I5B_2824,Orlando,"Desserts, Italian, Fast Food, Mediterranean, Seafood",13,0.0,Hotel New Tamil Nadu
6015,9NUrS_6015,Green Bay,"Chinese, Bakery, Mediterranean, Seafood",13,2.9,Gold Resto Bar
755,EWAk4_755,North Platte,"BBQ, Seafood",13,3.8,Violet Hour
2537,ba4ug_2537,Cedar City,"Tea, Cafe, Seafood, Fast Food",13,2.2,KFC
3359,fd5iy_3359,Portsmouth,"Tea, Italian, Fast Food, Cafe, Indian, Seafood",13,3.0,Aggarwal Bikaner Sweets
7133,2Uov5_7133,Hancock,"Tea, Mediterranean, Desserts, Fast Food",13,0.0,Aggarwal Sweet Fresh
7112,PkBh9_7112,North Platte,"Bakery, American, Desserts, Seafood",13,2.7,Mr. Momo
5079,x6d5z_5079,Rhinelander,"Fast Food, Cafe, Desserts, Seafood",13,0.0,Mukesh Bhojnalaya
2574,Ux4hY_2574,Jamestown,"Fast Food, Seafood, Desserts, Italian",13,3.2,BarShala
186,qhUCD_186,Pensacola,"Bakery, BBQ, Desserts, Seafood",13,4.3,Berry Patch Restaurant
7721,MxUYt_7721,Yakima,"Desserts, Italian, Bakery, BBQ, Seafood",13,3.9,Mickey's Kitchen
8047,hL0Bi_8047,Staunton,"Bakery, Desserts",13,3.4,United Coffee House Rewind
5200,mkYUM_5200,Florence,"Bakery, Seafood",13,4.0,Litti.In
5207,VN4TD_5207,Phoenix,"Desserts, Indian, BBQ",13,4.1,Vero Gusto
3078,1Iv5i_3078,Texarkana,"Cafe, Pizza, Mediterranean, Fast Food",13,3.8,The Beer Cafe - BIGGIE
6786,Z4yyS_6786,Mason City,"Cafe, Bakery, Seafood",13,3.1,China King
1815,PxUef_1815,Missoula,"Cafe, Bakery, BBQ",13,0.0,Kwality wall's swirl's
1793,Y8ECO_1793,Nantucket,"Tea, Pizza, Desserts",13,0.0,Dujal Cafe
1785,bnH2I_1785,Nashville,"Desserts, Pizza, Mexican, BBQ, Fast Food",13,0.0,Bablu Fast Food
5818,j6Y9f_5818,Santa Ana,"Tea, Mexican, Desserts, Fast Food",13,0.0,Red Rose Restaurant
284,Ab6tg_284,Trenton,"Desserts, Tea, Mexican, Bakery, Cafe, Indian",13,3.6,Mario's Italian Restaurant
6735,RyDBx_6735,Branson,"Tea, BBQ",13,3.0,New Eleven to Eleven
1743,KJv0C_1743,Harrisburg,"Desserts, Pizza, French, Bakery, Indian",13,3.2,Masala Fusion
4244,KqqMf_4244,Manhattan,"French, Pizza, BBQ",13,2.6,Pakeeza Burger
1733,rTWjs_1733,Milwaukee,"Fast Food, Seafood, Tea, Italian",13,2.9,Frontier
3081,ebzDg_3081,Elmira,"Pizza, American, BBQ, Fast Food",13,3.5,The Luggage Room Kitchen And Bar
5714,cW6RL_5714,Lewiston,"Tea, BBQ, Cafe, Indian, Seafood",13,0.0,Soya Bite's
3104,flRGp_3104,Santa Ana,"Tea, Fast Food, Cafe, Indian, Seafood",13,4.3,HotMess
1767,NV7Fr_1767,Boston,"Cafe, Indian, Desserts, Seafood",13,0.0,Special No.1 Biryani Corner
8323,0KuxA_8323,Kansas City,"Tea, Pizza, Desserts",13,2.6,Subway
7559,82AdP_7559,Atlanta,"Pizza, Italian, BBQ, Fast Food, Seafood",13,3.1,Bimbos
5514,6onjs_5514,Pocatello,"Italian, French, Bakery, Fast Food, Seafood",13,3.2,King's
8049,QWwvI_8049,New Bern,"Bakery, Pizza, Indian, Desserts",13,4.5,Oh So Stoned!
8073,tNNVN_8073,International Falls,"Cafe, Mexican, Pizza, Seafood",13,4.0,Movenpick
2206,czDaS_2206,Jamestown,"Desserts, Mexican, BBQ, Bakery, Cafe",13,0.0,Chauhan Hotel
5833,3YHbd_5833,Baltimore,"Italian, Bakery, BBQ, Cafe, Mediterranean, Seafood",13,3.1,Rajshree
1208,HuYm7_1208,Redding,"French, Pizza, Mediterranean, Seafood",13,3.9,Di Ghent Boulangerie
3300,ChnQH_3300,Decatur,"Desserts, Tea, BBQ, Cafe, Indian",13,3.3,Red Chillies
223,NMK79_223,Abilene,"Cafe, American, Desserts",13,4.2,Thai Garden
6795,ykSFe_6795,San Francisco,"Cafe, Bakery, BBQ, Mediterranean",13,2.8,Gupta's Rasoi
225,lKrcI_225,Pensacola,"Tea, Bakery, Mediterranean",13,4.1,Bailey's Bar-B-Que
2021,dzFxS_2021,Evansville,"Cafe, BBQ, Mediterranean, Italian",13,3.2,Brother's Snacks and Shakes
6259,D6sR3_6259,White Plains,"Cafe, Indian, Desserts, Seafood",13,2.8,Mikky Peshawari
4055,BTCSY_4055,Pocatello,"Tea, Cafe, Indian",13,3.2,Vaishno Amritsari Dhaba
1976,0d88n_1976,Pocatello,"Cafe, Bakery, American, Fast Food",13,3.0,Ghar Ki Handi
8298,Uq927_8298,Lawton,"Tea, Cafe, Bakery",13,0.0,The Tasty Corner
9130,VMn0X_9130,Plattsburgh,"Pizza, French, BBQ, Fast Food, Indian",13,3.5,17 Degrees
2963,2QvxP_2963,Bismarck,"Cafe, Pizza, BBQ, Chinese, Indian, Seafood",13,2.8,Cafe Cruise
5177,6pipN_5177,Alamosa,"Pizza, American, BBQ, Fast Food",14,3.6,Moti Sweets
659,iH88Z_659,Hartford,"Pizza, Italian, Bakery, Fast Food, Cafe, Mediterranean",14,4.4,The Cafe Baraco
6039,nYkgi_6039,Twin Falls,"Chinese, Pizza, Seafood",14,2.7,Sagar Bar-Be Que
9274,1jSxd_9274,Santa Rosa,"Bakery, Desserts, Seafood",14,3.8,Vista - The Park
6071,Q5W0Q_6071,Brownsville,"Italian, Bakery, BBQ, Fast Food, American",14,2.8,Satguru Di Hatti
810,t6kmH_810,Yuma,"French, Cafe, Fast Food",14,4.2,Writer's Cafe
4766,gbJ1v_4766,Branson,"Mexican, Bakery, Desserts, Seafood",14,3.3,Rajshree
1044,o67q2_1044,Medford,"Cafe, Pizza, Fast Food",14,0.0,Tasty Dhaba Family Restaurant
5981,QINGC_5981,Gustavus,"Cafe, Bakery, Fast Food, Chinese, Seafood",14,2.7,Gelato Vinto
1063,D5LpH_1063,Grand Forks,"Cafe, Pizza, American, Desserts",14,3.2,Hunger Cure
5974,E5l2r_5974,Great Falls,"Tea, Bakery, Pizza, Desserts",14,3.1,BonJuz
489,IUrga_489,Rock Springs,"Bakery, BBQ, Fast Food, American, Seafood",14,3.7,Monterrey Mexican Restaurant
4934,Cd2U4_4934,Idaho Falls,"Pizza, Bakery, Fast Food",14,2.8,Pyaali
965,BXNrC_965,Shreveport,"Cafe, American, Desserts, Fast Food",14,3.0,Hungrill
8927,1rAFm_8927,International Falls,"Mexican, BBQ, Fast Food, Cafe, Mediterranean",14,0.0,Delhi Mughlai Biryani
4963,Y0viA_4963,Helena,"Fast Food, Cafe, Mediterranean, Seafood",14,3.5,Slounge - Lemon Tree Premier
4977,BSGbe_4977,Philadelphia,"Cafe, BBQ, Fast Food",14,2.6,Bangla Sweet Corner
8969,n42CL_8969,Amarillo,"Tea, Cafe, Mexican, Desserts",14,2.7,Sugar Daddy Bakers
6208,mMJCB_6208,Amarillo,"Tea, Pizza, Bakery, BBQ",14,3.8,Biryani Sons & Co.
6200,mH2YB_6200,Juneau,"Tea, Pizza, BBQ, American, Seafood",14,3.2,Sahib e Aalam
6339,niOq5_6339,Dayton,"Fast Food, Seafood, Desserts, Italian",14,3.0,Cilantro Woodapple
1146,YRAwu_1146,Indianapolis,"Tea, Pizza, Italian",14,3.8,St. Anthony's
6013,zcdw8_6013,Santa Rosa,"Desserts, Tea, Cafe, BBQ, Chinese, Indian",14,2.9,Flavours
1154,VxhqS_1154,Rochester,"Tea, American, Mediterranean, Seafood",14,4.6,The Fisherman's Wharf
728,oTwsH_728,Lake Charles,"Tea, French, Mexican, Cafe, Seafood",14,4.8,Toit
9549,PzWe5_9549,Buffalo,"Chinese, Pizza, Bakery, Seafood",14,4.0,A侓侓k Kahve
552,clRUp_552,Kalispell,"Tea, French, Mexican, BBQ, Cafe, Seafood",14,3.6,Texas Roadhouse
5275,sntwR_5275,Bismarck,"Tea, Cafe, Bakery",14,3.1,The Edge Cafe
6100,IbmXZ_6100,Kona,"Pizza, Fast Food, Indian, Mediterranean, Seafood",14,0.0,Kayasthas Food Junction
4243,faiZp_4243,Pago Pago,"Desserts, Cafe, Pizza, Bakery, Chinese, American",14,3.3,Om Hotel
5226,lVujd_5226,Saipan,"Pizza, Bakery, Cafe, American, Seafood",14,3.5,Spicy Tadka
3985,4aIqv_3985,Valdosta,"BBQ, Cafe, Bakery, Desserts",14,3.7,High5 Cafe & Bar
1865,AprVh_1865,Knoxville,"Indian, Mediterranean, Desserts, Seafood",14,4.1,Mamagoto
2645,qxlN8_2645,College Station,"Tea, Cafe, BBQ, Fast Food",14,3.3,Giani
7192,8YPxu_7192,Dubuque,"Desserts, Pizza, Italian, Cafe, Mediterranean, Seafood",14,4.2,Asia Central
3542,Th981_3542,Palm Springs,"Desserts, Tea, Pizza, Italian, Bakery",14,3.2,Sharazz
1858,BGFz7_1858,Kansas City,"Tea, Fast Food, Desserts, Italian",14,4.4,Boombox Brewstreet
6791,veAMA_6791,Saipan,"Tea, Indian, Fast Food",14,2.6,Get Lost in Flavours
6772,9MvSh_6772,Fresno,"Desserts, Tea, Italian, Bakery, Mediterranean, Seafood",14,3.2,Amritsari Dhaba
7791,G92uz_7791,Ithaca,"Cafe, Indian, BBQ, Seafood",14,3.7,The Food Court
1824,SveTd_1824,Latrobe,"Chinese, Desserts, American, BBQ",14,3.3,Ovenstory Pizza
7226,EE6Oc_7226,Mission,"Italian, Fast Food, Cafe, Mediterranean, Seafood",14,0.0,Uttranchal Eating Point
271,0vuyi_271,Myrtle Beach,"Tea, Chinese, Desserts",14,3.3,Catfish Charlie's
5887,1hHFp_5887,Williston,"French, Bakery, BBQ",14,3.5,Pasta Hut
5472,bek2T_5472,Lawton,"Cafe, BBQ, Seafood",14,2.7,Nirmal's
5467,tIiMr_5467,Helena,"Cafe, Pizza, Bakery, Fast Food",14,3.7,Puri Bakers
4253,tUiPf_4253,Atlanta,"Cafe, Pizza",14,3.5,Beliram Degchiwala
2752,c22vZ_2752,Gustavus,"Tea, Cafe",14,3.2,Bengali Pastry Shop & Snack Bar
3425,TtnBN_3425,Walla Walla,"Pizza, Bakery, BBQ, American, Seafood",14,3.6,McDonald's
7188,AVrpQ_7188,Waterloo,"Tea, Mexican, BBQ",14,3.5,Spanish Delights
250,9CLiP_250,Minneapolis,"Indian, Mediterranean, Desserts, Seafood",14,4.9,The Cafe
5515,kAjYK_5515,Toledo,"Bakery, BBQ, Seafood",14,3.4,Kumar Hotel
1893,ofvNV_1893,Nashville,"Pizza, French, Fast Food, Chinese, Seafood",14,4.5,Twigly
3739,FpPDV_3739,Charlotte,"Tea, Mexican, BBQ, Mediterranean",14,3.8,China Garden
7060,o5NxG_7060,State College,"Desserts, Indian, BBQ",14,0.0,Maharaja Food Club
3822,elvCz_3822,Denver,"Tea, Pizza, BBQ, Italian",14,0.0,Sweet Sensations
2447,VY6Jm_2447,St. Petersburg,"Cafe, Desserts, Seafood",14,4.3,Kitchen At 95 - Hyatt Regency
7072,HmUfO_7072,Killeen,"Desserts, Fast Food",14,3.5,Joy Luck Moon
2459,MlK5c_2459,Santa Maria,"Tea, Bakery, BBQ, Seafood",14,3.6,#45
3685,UidEO_3685,Bozeman,"Tea, Pizza, Indian",14,3.8,Side Wok
2503,fNMN9_2503,Houston,"Fast Food, French, Cafe, Italian",14,4.2,Vinayaka Mylari
8421,J89hB_8421,Fort Smith,"Pizza, American, Desserts, Seafood",14,3.0,Walk In The Woods
2137,EK2G0_2137,Fairbanks,"Desserts, Pizza, BBQ, Indian, Seafood",14,0.0,Lily Food's
1210,ofKJ6_1210,Laredo,"Chinese, Pizza, BBQ, Seafood",14,3.7,The Pint Room
7848,F7Nvn_7848,Sioux Falls,"French, Desserts, Seafood",14,3.4,The Little Diner
2565,xzS7R_2565,Portsmouth,"Desserts, Tea, Pizza, Fast Food, Mediterranean",14,3.1,Mezbaan Grills
5626,wtHgA_5626,West Yellowstone,"Tea, Bakery, Mediterranean, Seafood",14,2.8,Roll Point
2572,3S9ev_2572,Santa Maria,"Tea, Bakery, BBQ, Fast Food",14,4.2,Nariyal Cafe
4063,dbwPj_4063,West Yellowstone,"Chinese, BBQ, Fast Food",14,0.0,Daya Sagar
2581,M5Xsw_2581,Chattanooga,"Desserts, Tea, Pizza, Mexican, Cafe, Indian",14,0.0,Tpot
1896,A1kUj_1896,Myrtle Beach,"Cafe, Seafood, Fast Food",14,3.5,La Pino'z Pizza
7853,xEDNn_7853,Daytona Beach,"Chinese, Pizza, Seafood",14,3.5,Flamess Restaurant & Cafe Village
2789,XWxRj_2789,Fort Lauderdale,"Tea, Cafe, Mexican, Mediterranean",14,2.8,Meethas Sweets
306,ZwROy_306,Islip,"Tea, Indian, Desserts, Fast Food",14,3.8,Smoke House BBQ and Catering
1672,zx8E5_1672,Niagara Falls,"Fast Food, Bakery, Seafood",14,0.0,Hot Fork
7325,3Gk2m_7325,Panama City,"Pizza, Fast Food, Cafe, Mediterranean, Seafood",14,3.1,Chinese Express
8641,ZDmAK_8641,Long Beach,"Tea, BBQ, Desserts, Seafood",14,3.4,ProFit Kitchen
3407,u4mAU_3407,Melbourne,"Tea, Bakery, Cafe, American, Seafood",14,0.0,Pizza Hub
5403,FhYm9_5403,Cheyenne,"Pizza, French, Mexican, Fast Food, Cafe",14,0.0,Bikaner Sweets
383,SAgCH_383,Raleigh,"Tea, Pizza",14,4.3,Ichiban
7548,GIlQe_7548,Buffalo,"Cafe, Seafood, Italian",14,3.6,Chopsticks
1355,LB3sa_1355,Roswell,"Tea, Bakery, Fast Food, Mediterranean, Seafood",14,3.1,Goli Vada Pav No. 1
3042,1eZiW_3042,Manhattan,"Desserts, American, BBQ, Fast Food",14,3.5,Kebab Xpress
8700,1bhbp_8700,Vernal,"Tea, Mexican, Pizza",14,0.0,Foodies Park
3044,vYHya_3044,Lynchburg,"Tea, Pizza, Bakery, Seafood",14,3.7,Khan Chacha
3154,0VAsO_3154,Evansville,"Chinese, Mexican, BBQ, Seafood",14,3.7,Changezi Chicken
6414,hqioM_6414,Martha's Vineyard,"Cafe, Mediterranean, Desserts, Fast Food",14,3.0,Pudding & Pie
9294,OhaBv_9294,Erie,"French, Pizza, American, BBQ",14,4.3,Avec Moi Restaurant and Bar
5943,BwYX7_5943,Grand Forks,"Tea, Pizza, Italian, Bakery, Cafe",14,0.0,Shree Bhojnalaya
7466,gy8rK_7466,Jackson,"Cafe, Mexican, Seafood",14,0.0,Sri Durga Dosa Corner
6533,tHgQK_6533,Escanaba,"Desserts, Seafood",14,3.2,Mughal Mahal
5914,pzY0w_5914,Santa Maria,"Cafe, Mediterranean, Fast Food",14,3.1,Halal Pizza Fun
4549,UqjCo_4549,Yuma,"Cafe, Bakery, Desserts, Fast Food",14,3.8,Shiv Tikki Wala
2360,sxmxw_2360,Chicago,"Bakery, Desserts",14,3.9,Gyan Vaishnav
4383,1K6X0_4383,Norfolk,"Tea, Chinese, Cafe, Italian",14,0.0,Habibi Express
1483,1orJg_1483,Ponce,"Chinese, Pizza, BBQ",14,3.5,Go Kylin
1529,YYkGR_1529,Watertown,"Fast Food, Chinese, Cafe, Seafood",14,3.3,Barista
7695,NJOI0_7695,Yuma,"Italian, French, BBQ, Bakery, Fast Food, Cafe",14,2.7,The Yellow Chilli
6590,Y5r6L_6590,Wrangell,"Tea, Chinese, American, Fast Food",14,2.6,Singh Tawa Corner
2811,uQ6KV_2811,Huntsville,"Tea, French, Pizza, BBQ",14,2.9,Ikko
3394,CPKK1_3394,Boston,"Pizza, BBQ",14,0.0,Bablu Chinese Food
7858,pvaO4_7858,Lynchburg,"Tea, American, BBQ",15,3.9,Shagun
2361,ebsBM_2361,Chattanooga,"Tea, Pizza, Bakery, Mediterranean, Seafood",15,4.0,Liquid
9053,YwGrG_9053,Kahului,"Cafe, Bakery, Fast Food, Chinese, Seafood",15,2.5,Barista
7251,pLcT0_7251,Ogden,"Bakery, Fast Food",15,2.9,Pandit Ji Ka Dhaba
3152,frd2L_3152,Melbourne,"Bakery, Indian, Seafood",15,3.7,Bagli's Kitchen
2434,m1ewK_2434,Presque Isle,"Desserts, Italian, Bakery, Fast Food, Indian",15,4.2,Royal Sky
7693,sq8Jk_7693,Roswell,"Bakery, Pizza, Mediterranean, Seafood",15,2.5,Shawarma Wala
7283,a9wIi_7283,St. Petersburg,"Pizza, Indian, BBQ, Italian",15,0.0,Madras Dosa & Chinese
3741,dllD0_3741,Lihue,"French, Cafe, Desserts",15,3.5,Cocoberry
9025,bOTzS_9025,Akron,"Desserts, Seafood",15,3.6,Kitchen Mantra
7974,Hkyh1_7974,Seattle,"BBQ, Mediterranean, Seafood",15,3.5,The Golden Dragon
6065,2sGKn_6065,Owensboro,"Desserts, Italian, Bakery, Chinese, Seafood",15,3.0,Da Pizza Corner
3470,DIopF_3470,Nashville,"Tea, Bakery, Mediterranean, Fast Food",15,3.1,Govinda's Confectionery
7655,47tJb_7655,Houston,"Bakery, Fast Food, Cafe, American, Seafood",15,2.8,Tasty Bite
9088,oHI5T_9088,Charlotte,"Cafe, Pizza, Indian, Desserts",15,3.5,Burger King
7322,bSCa7_7322,Amarillo,"Tea, Bakery, American",15,3.4,Cafe Coffee Day
7651,88v9J_7651,Ogdensburg,"Chinese, Mediterranean, Desserts, Seafood",15,2.8,Shri Radha Ki Rasoi
7661,rQs6Y_7661,State College,"Tea, Mexican, Bakery, Mediterranean, Seafood",15,0.0,Da Pizza Zone
2674,okBxK_2674,Wichita,"Tea, Seafood",15,0.0,The Cake Affairs
7309,sBlvg_7309,Charleston,"Chinese, Cafe, Desserts",15,3.3,McDonald's
7334,ruBI6_7334,Corpus Christi,"Desserts, Tea, BBQ, Fast Food, Chinese",15,2.7,Princess Garden
627,MW2iW_627,Nantucket,"Pizza, BBQ, Desserts, Fast Food",15,4.0,Chokho Jeeman Marwari Jain Bhojanalya
2901,F4hot_2901,Rochester,"Desserts, Pizza, Bakery, Fast Food, Chinese",15,4.1,Jung Bahadur Kachori Wala
2603,NOpOA_2603,Appleton,"Chinese, Pizza, Cafe",15,3.2,New Bakers Shoppee
2958,wiLs8_2958,Norfolk,"Fast Food, Seafood",15,0.0,Lokenath Sweets
